150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
150,150,150
